BADANIE;Jednostka;Cena
TK ANGIO CITO;tdspectrum;0
TK ANGIO CITO;tdspzozkolo;0
TK ANGIO CITO;tdspzozsiedlce;0
TK ANGIO CITO;tdsulechowNOWY;0
TK ANGIO CITO;tdszpitalchelm;300
TK ANGIO CITO;tdszpitalkolno;0
TK ANGIO CITO;tdwszplock;0
TK ANGIO CITO;tdzoznidzica;0
TK ANGIO CITO;tdzozplonsk;0
TK ANGIO CITO;td7szmw;210
TK ANGIO CITO;tworki;280
TK ANGIO CITO;uskbialystok;0
TK ANGIO CITO;uskpoznan;180
TK ANGIO CITO;wlodawa;0
TK ANGIO CITO;zambrow;0
TK ANGIO CITO;zgorzelec;0
TK ANGIO CITO;zozbiala;0
TK ANGIO CITO;zozswietochlowice;280
TK ANGIO CITO;almed;256,25
TK ANGIO CITO;dabrowatarnowska;282
TK ANGIO CITO;grupazdrowie;276
TK ANGIO CITO;komed;275
TK ANGIO CITO;mswiapoznan;260
TK ANGIO CITO;poddebice2;236,5
TK ANGIO CITO;swp;312,5
TK ANGIO CITO;puszczykowo;312,5
TK ANGIO CITO;rodamed;214,5
TK ANGIO CITO;sm4gliwice;325
TK ANGIO CITO;spzozgrodzisk;252
TK ANGIO CITO;spzozswidnica;276
TK ANGIO CITO;szpitaljaslo;250
TK ANGIO CITO;szpitalrydygier;275
TK ANGIO CITO;tdmilicz;297
TK ANGIO CITO;tdsuchab;325
TK ANGIO CITO;tomograf;325
TK ANGIO CITO;wsswroclaw;0
TK ANGIO CITO;wysmaz;242
TK ANGIO CITO;zozbol;235,17
TK ANGIO CITO;zozboleslawiec;235,17
TK ANGIO CITO;zozsochaczew;0
TK ANGIO PILNE;alfasochaczew;0
TK ANGIO PILNE;bimed;0
TK ANGIO PILNE;domchojna2;0
TK ANGIO PILNE;domchojna;0
TK ANGIO PILNE;gz;0
TK ANGIO PILNE;gzplonsk;0
TK ANGIO PILNE;gzszczecin;0
TK ANGIO PILNE;kamienpomorski;0
TK ANGIO PILNE;kosmowroclaw;0
TK ANGIO PILNE;medinet;0
TK ANGIO PILNE;nrkrakow;0
TK ANGIO PILNE;nzozevita;0
TK ANGIO PILNE;powiatsredzki;0
TK ANGIO PILNE;smtorun;0
TK ANGIO PILNE;szpitalsiemiatycze;0
TK ANGIO PILNE;tdallmedica;0
TK ANGIO PILNE;tdcmbatorego;0
TK ANGIO PILNE;tdcrir;0
TK ANGIO PILNE;tdkoszalinmswia;0
TK ANGIO PILNE;tdorzesze;0
TK ANGIO PILNE;tdstalowawola;0
TK ANGIO PILNE;tdtargowek;0
TK ANGIO PILNE;tdzozwola;0
TK ANGIO PILNE;wegorzewo;0
TK ANGIO PILNE;wimed;0
TK ANGIO PILNE;wss5;0
TK ANGIO PILNE;bialogard;0
TK ANGIO PILNE;brodnica;0
TK ANGIO PILNE;brzesko;0
TK ANGIO PILNE;cobydgoszcz;230
TK ANGIO PILNE;dcmdolmed;0
TK ANGIO PILNE;dzierzoniow;0
TK ANGIO PILNE;faceclinic;0
TK ANGIO PILNE;goleniow;0
TK ANGIO PILNE;gorlice;0
TK ANGIO PILNE;grajewo;0
TK ANGIO PILNE;grodzisk;0
TK ANGIO PILNE;kartuzy;0
TK ANGIO PILNE;klodzko;0
TK ANGIO PILNE;lapy;0
TK ANGIO PILNE;lubaczow;0
TK ANGIO PILNE;mswsiedlce;0
TK ANGIO PILNE;nml;0
TK ANGIO PILNE;ostrow;210
TK ANGIO PILNE;pczotwock;0
TK ANGIO PILNE;radiomedica;0
TK ANGIO PILNE;rybnik;190
TK ANGIO PILNE;scanmed;0
TK ANGIO PILNE;sokolow;200
TK ANGIO PILNE;spbochnia;0
TK ANGIO PILNE;spzozlezajsk;0
TK ANGIO PILNE;spzozmc;212,5
TK ANGIO PILNE;spzozturek;0
TK ANGIO PILNE;spzzozsierpc;0
TK ANGIO PILNE;starachowice;0
TK ANGIO PILNE;swk;0
TK ANGIO PILNE;szpitaldzieciecy;0
TK ANGIO PILNE;szpitallubartow;210
TK ANGIO PILNE;szpitalopole;0
TK ANGIO PILNE;szpitalzakopane;215
TK ANGIO PILNE;szpitalzawiercie;0
TK ANGIO PILNE;tdbelzyce;0
TK ANGIO PILNE;tdblachownia;0
TK ANGIO PILNE;tdbonifratrzy;0
TK ANGIO PILNE;tdbrodnowski;0
TK ANGIO PILNE;tdemcpiaseczno;0
TK ANGIO PILNE;tdgammaknife;0
TK ANGIO PILNE;tdgniezno;0
TK ANGIO PILNE;tdipin;0
TK ANGIO PILNE;tdkluczbork;0
TK ANGIO PILNE;tdkolbuszowa;0
TK ANGIO PILNE;tdksskrakow;0
TK ANGIO PILNE;tdneuromedyka;0
TK ANGIO PILNE;tdnowomedica;0
TK ANGIO PILNE;tdonkologiaradom;0
TK ANGIO PILNE;tdparczew;0
TK ANGIO PILNE;tdpionki;0
TK ANGIO PILNE;tdpraski;0
TK ANGIO PILNE;tdpoludniowy;0
TK ANGIO PILNE;tdpyrzyce;0
TK ANGIO PILNE;tdscanmedak5;0
TK ANGIO PILNE;tdscanmedpila;0
TK ANGIO PILNE;tdsmswinoujscie;0
TK ANGIO PILNE;tdspectrum;0
TK ANGIO PILNE;tdspzozkolo;0
TK ANGIO PILNE;tdspzozsiedlce;0
TK ANGIO PILNE;tdsulechowNOWY;0
TK ANGIO PILNE;tdszpitalchelm;0
TK ANGIO PILNE;tdszpitalkolno;0
TK ANGIO PILNE;tdwszplock;0
TK ANGIO PILNE;tdzoznidzica;0
TK ANGIO PILNE;tdzozplonsk;0
TK ANGIO PILNE;td7szmw;0
TK ANGIO PILNE;tworki;250
TK ANGIO PILNE;uskbialystok;0
TK ANGIO PILNE;uskpoznan;0
TK ANGIO PILNE;wlodawa;0
TK ANGIO PILNE;zambrow;0
TK ANGIO PILNE;zgorzelec;0
TK ANGIO PILNE;zozbiala;0
TK ANGIO PILNE;zozswietochlowice;0
TK ANGIO PILNE;almed;231,25
TK ANGIO PILNE;dabrowatarnowska;258
TK ANGIO PILNE;grupazdrowie;253
TK ANGIO PILNE;komed;253
TK ANGIO PILNE;mswiapoznan;260
TK ANGIO PILNE;poddebice2;220
TK ANGIO PILNE;swp;287,5
TK ANGIO PILNE;puszczykowo;287,5
TK ANGIO PILNE;rodamed;198
TK ANGIO PILNE;sm4gliwice;287,5
TK ANGIO PILNE;spzozgrodzisk;228
TK ANGIO PILNE;spzozswidnica;252
TK ANGIO PILNE;szpitaljaslo;230
TK ANGIO PILNE;szpitalrydygier;253
TK ANGIO PILNE;tdmilicz;253
TK ANGIO PILNE;tdsuchab;300
TK ANGIO PILNE;tomograf;287,5
TK ANGIO PILNE;wsswroclaw;0
TK ANGIO PILNE;wysmaz;231
TK ANGIO PILNE;zozbol;196,17
TK ANGIO PILNE;zozboleslawiec;196,17
TK ANGIO PILNE;zozsochaczew;0
TK ANGIO PLANOWE;alfasochaczew;0
TK ANGIO PLANOWE;bimed;0
TK ANGIO PLANOWE;diamed;0
TK ANGIO PLANOWE;domchojna2;0
TK ANGIO PLANOWE;domchojna;0
TK ANGIO PLANOWE;gz;0
TK ANGIO PLANOWE;gzplonsk;0
TK ANGIO PLANOWE;gzszczecin;0
TK ANGIO PLANOWE;kamienpomorski;0
TK ANGIO PLANOWE;kosmowroclaw;0
TK ANGIO PLANOWE;medinet;0
TK ANGIO PLANOWE;nrkrakow;0
TK ANGIO PLANOWE;nzozevita;0
TK ANGIO PLANOWE;powiatsredzki;0
TK ANGIO PLANOWE;smtorun;0
TK ANGIO PLANOWE;szpitalsiemiatycze;0
TK ANGIO PLANOWE;tdallmedica;0
TK ANGIO PLANOWE;tdcmbatorego;0
TK ANGIO PLANOWE;tdcrir;0
TK ANGIO PLANOWE;tdkoszalinmswia;0
TK ANGIO PLANOWE;tdorzesze;0
TK ANGIO PLANOWE;tdstalowawola;0
TK ANGIO PLANOWE;tdtargowek;0
TK ANGIO PLANOWE;tdzozwola;0
TK ANGIO PLANOWE;wegorzewo;0
TK ANGIO PLANOWE;wimed;0
TK ANGIO PLANOWE;wss5;0
TK ANGIO PLANOWE;bialogard;0
TK ANGIO PLANOWE;brodnica;0
TK ANGIO PLANOWE;brzesko;0
TK ANGIO PLANOWE;cobydgoszcz;0
TK ANGIO PLANOWE;dcmdolmed;0
TK ANGIO PLANOWE;dzierzoniow;0
TK ANGIO PLANOWE;faceclinic;0
TK ANGIO PLANOWE;goleniow;0
TK ANGIO PLANOWE;gorlice;0
TK ANGIO PLANOWE;grajewo;0
TK ANGIO PLANOWE;grodzisk;0
TK ANGIO PLANOWE;kartuzy;0
TK ANGIO PLANOWE;klodzko;0
TK ANGIO PLANOWE;lapy;0
TK ANGIO PLANOWE;lubaczow;0
TK ANGIO PLANOWE;mswsiedlce;0
TK ANGIO PLANOWE;nml;0
TK ANGIO PLANOWE;ostrow;190
TK ANGIO PLANOWE;pczotwock;0
TK ANGIO PLANOWE;radiomedica;0
TK ANGIO PLANOWE;rybnik;175
TK ANGIO PLANOWE;scanmed;0
TK ANGIO PLANOWE;sokolow;190
TK ANGIO PLANOWE;spbochnia;0
TK ANGIO PLANOWE;spzozlezajsk;0
TK ANGIO PLANOWE;spzozmc;175
TK ANGIO PLANOWE;spzozturek;0
TK ANGIO PLANOWE;spzzozsierpc;0
TK ANGIO PLANOWE;starachowice;0
TK ANGIO PLANOWE;swk;0
TK ANGIO PLANOWE;szpitaldzieciecy;0
TK ANGIO PLANOWE;szpitallubartow;190
TK ANGIO PLANOWE;szpitalopole;0
TK ANGIO PLANOWE;szpitalzakopane;190
TK ANGIO PLANOWE;szpitalzawiercie;0
TK ANGIO PLANOWE;tdbelzyce;0
TK ANGIO PLANOWE;tdblachownia;0
TK ANGIO PLANOWE;tdbonifratrzy;0
TK ANGIO PLANOWE;tdbrodnowski;0
TK ANGIO PLANOWE;tdemcpiaseczno;0
TK ANGIO PLANOWE;tdgammaknife;0
TK ANGIO PLANOWE;tdgniezno;0
TK ANGIO PLANOWE;tdipin;0
TK ANGIO PLANOWE;tdkluczbork;0
TK ANGIO PLANOWE;tdkolbuszowa;0
TK ANGIO PLANOWE;tdksskrakow;0
TK ANGIO PLANOWE;tdneuromedyka;0
TK ANGIO PLANOWE;tdnowomedica;0
TK ANGIO PLANOWE;tdonkologiaradom;0
TK ANGIO PLANOWE;tdparczew;0
TK ANGIO PLANOWE;tdpionki;0
TK ANGIO PLANOWE;tdpraski;0
TK ANGIO PLANOWE;tdpoludniowy;0
TK ANGIO PLANOWE;tdpyrzyce;0
TK ANGIO PLANOWE;tdscanmedak5;0
TK ANGIO PLANOWE;tdscanmedpila;0
TK ANGIO PLANOWE;tdsmswinoujscie;0
TK ANGIO PLANOWE;tdspectrum;0
TK ANGIO PLANOWE;tdspzozkolo;0
TK ANGIO PLANOWE;tdspzozsiedlce;0
TK ANGIO PLANOWE;tdsulechowNOWY;0
TK ANGIO PLANOWE;tdszpitalchelm;0
TK ANGIO PLANOWE;tdszpitalkolno;0
TK ANGIO PLANOWE;tdwszplock;0
TK ANGIO PLANOWE;tdzoznidzica;0
TK ANGIO PLANOWE;tdzozplonsk;0
TK ANGIO PLANOWE;td7szmw;190
TK ANGIO PLANOWE;tworki;230
TK ANGIO PLANOWE;uskbialystok;0
TK ANGIO PLANOWE;uskpoznan;0
TK ANGIO PLANOWE;wlodawa;0
TK ANGIO PLANOWE;zambrow;0
TK ANGIO PLANOWE;zgorzelec;0
TK ANGIO PLANOWE;zozbiala;0
TK ANGIO PLANOWE;zozswietochlowice;0
TK ANGIO PLANOWE;almed;225
TK ANGIO PLANOWE;dabrowatarnowska;0
TK ANGIO PLANOWE;grupazdrowie;241,5
TK ANGIO PLANOWE;komed;214,5
TK ANGIO PLANOWE;mswiapoznan;190
TK ANGIO PLANOWE;poddebice2;198
TK ANGIO PLANOWE;swp;262,5
TK ANGIO PLANOWE;puszczykowo;262,5
TK ANGIO PLANOWE;rodamed;187
TK ANGIO PLANOWE;sm4gliwice;256,25
TK ANGIO PLANOWE;spzozgrodzisk;216
TK ANGIO PLANOWE;spzozswidnica;228
TK ANGIO PLANOWE;szpitaljaslo;210
TK ANGIO PLANOWE;szpitalrydygier;231
TK ANGIO PLANOWE;tdmilicz;220
TK ANGIO PLANOWE;tdsuchab;262,5
TK ANGIO PLANOWE;tomograf;256,25
TK ANGIO PLANOWE;wsswroclaw;0
TK ANGIO PLANOWE;wysmaz;209
TK ANGIO PLANOWE;zozbol;170,17
TK ANGIO PLANOWE;zozboleslawiec;170,17
TK ANGIO PLANOWE;zozsochaczew;0
TK PORÓWNAWCZE CITO;alfasochaczew;0
TK PORÓWNAWCZE CITO;bimed;0
TK PORÓWNAWCZE CITO;diamed;0
TK PORÓWNAWCZE CITO;domchojna2;0
TK PORÓWNAWCZE CITO;domchojna;0
TK PORÓWNAWCZE CITO;gz;0
TK PORÓWNAWCZE CITO;gzplonsk;0
TK PORÓWNAWCZE CITO;gzszczecin;0
TK PORÓWNAWCZE CITO;kamienpomorski;0
TK PORÓWNAWCZE CITO;kosmowroclaw;0
TK PORÓWNAWCZE CITO;medinet;0
TK PORÓWNAWCZE CITO;nrkrakow;0
TK PORÓWNAWCZE CITO;nzozevita;0
TK PORÓWNAWCZE CITO;powiatsredzki;0
TK PORÓWNAWCZE CITO;smtorun;0
TK PORÓWNAWCZE CITO;szpitalsiemiatycze;0
TK PORÓWNAWCZE CITO;tdallmedica;0
TK PORÓWNAWCZE CITO;tdcmbatorego;0
TK PORÓWNAWCZE CITO;tdcrir;0
TK PORÓWNAWCZE CITO;tdkoszalinmswia;0
TK PORÓWNAWCZE CITO;tdorzesze;0
TK PORÓWNAWCZE CITO;tdstalowawola;0
TK PORÓWNAWCZE CITO;tdtargowek;0
TK PORÓWNAWCZE CITO;tdzozwola;0
TK PORÓWNAWCZE CITO;wegorzewo;0
TK PORÓWNAWCZE CITO;wimed;0
TK PORÓWNAWCZE CITO;wss5;0
TK PORÓWNAWCZE CITO;bialogard;0
TK PORÓWNAWCZE CITO;brodnica;0
TK PORÓWNAWCZE CITO;brzesko;0
TK PORÓWNAWCZE CITO;cobydgoszcz;250
TK PORÓWNAWCZE CITO;dcmdolmed;0
TK PORÓWNAWCZE CITO;dzierzoniow;0
TK PORÓWNAWCZE CITO;faceclinic;0
TK PORÓWNAWCZE CITO;goleniow;0
TK PORÓWNAWCZE CITO;gorlice;0
TK PORÓWNAWCZE CITO;grajewo;0
TK PORÓWNAWCZE CITO;grodzisk;0
TK PORÓWNAWCZE CITO;kartuzy;0
TK PORÓWNAWCZE CITO;klodzko;0
TK PORÓWNAWCZE CITO;lapy;0
TK PORÓWNAWCZE CITO;lubaczow;0
TK PORÓWNAWCZE CITO;mswsiedlce;0
TK PORÓWNAWCZE CITO;nml;0
TK PORÓWNAWCZE CITO;ostrow;0
TK PORÓWNAWCZE CITO;pczotwock;0
TK PORÓWNAWCZE CITO;radiomedica;0
TK PORÓWNAWCZE CITO;rybnik;30
TK PORÓWNAWCZE CITO;scanmed;0
TK PORÓWNAWCZE CITO;sokolow;0
TK PORÓWNAWCZE CITO;spbochnia;0
TK PORÓWNAWCZE CITO;spzozlezajsk;0
TK PORÓWNAWCZE CITO;spzozmc;0
TK PORÓWNAWCZE CITO;spzozturek;0
TK PORÓWNAWCZE CITO;spzzozsierpc;0
TK PORÓWNAWCZE CITO;starachowice;0
TK PORÓWNAWCZE CITO;swk;80
TK PORÓWNAWCZE CITO;szpitaldzieciecy;0
TK PORÓWNAWCZE CITO;szpitallubartow;0
TK PORÓWNAWCZE CITO;szpitalopole;0
TK PORÓWNAWCZE CITO;szpitalzakopane;0
TK PORÓWNAWCZE CITO;szpitalzawiercie;0
TK PORÓWNAWCZE CITO;tdbelzyce;0
TK PORÓWNAWCZE CITO;tdblachownia;0
TK PORÓWNAWCZE CITO;tdbonifratrzy;0
TK PORÓWNAWCZE CITO;tdbrodnowski;0
TK PORÓWNAWCZE CITO;tdemcpiaseczno;0
TK PORÓWNAWCZE CITO;tdgammaknife;0
TK PORÓWNAWCZE CITO;tdgniezno;0
TK PORÓWNAWCZE CITO;tdipin;0
TK PORÓWNAWCZE CITO;tdkluczbork;0
TK PORÓWNAWCZE CITO;tdkolbuszowa;0
TK PORÓWNAWCZE CITO;tdksskrakow;0
TK PORÓWNAWCZE CITO;tdneuromedyka;0
TK PORÓWNAWCZE CITO;tdnowomedica;0
TK PORÓWNAWCZE CITO;tdonkologiaradom;0
TK PORÓWNAWCZE CITO;tdparczew;0
TK PORÓWNAWCZE CITO;tdpionki;0
TK PORÓWNAWCZE CITO;tdpraski;0
TK PORÓWNAWCZE CITO;tdpoludniowy;0
TK PORÓWNAWCZE CITO;tdpyrzyce;0
TK PORÓWNAWCZE CITO;tdscanmedak5;0
TK PORÓWNAWCZE CITO;tdscanmedpila;0
TK PORÓWNAWCZE CITO;tdsmswinoujscie;0
TK PORÓWNAWCZE CITO;tdspectrum;0
TK PORÓWNAWCZE CITO;tdspzozkolo;0
TK PORÓWNAWCZE CITO;tdspzozsiedlce;100
TK PORÓWNAWCZE CITO;tdsulechowNOWY;0
TK PORÓWNAWCZE CITO;tdszpitalchelm;0
TK PORÓWNAWCZE CITO;tdszpitalkolno;0
TK PORÓWNAWCZE CITO;tdwszplock;0
TK PORÓWNAWCZE CITO;tdzoznidzica;0
TK PORÓWNAWCZE CITO;tdzozplonsk;0
TK PORÓWNAWCZE CITO;td7szmw;0
TK PORÓWNAWCZE CITO;tworki;0
TK PORÓWNAWCZE CITO;uskbialystok;0
TK PORÓWNAWCZE CITO;uskpoznan;0
TK PORÓWNAWCZE CITO;wlodawa;0
TK PORÓWNAWCZE CITO;zambrow;0
TK PORÓWNAWCZE CITO;zgorzelec;0
TK PORÓWNAWCZE CITO;zozbiala;0
TK PORÓWNAWCZE CITO;zozswietochlowice;0
TK PORÓWNAWCZE CITO;almed;82
TK PORÓWNAWCZE CITO;dabrowatarnowska;47
TK PORÓWNAWCZE CITO;grupazdrowie;36
TK PORÓWNAWCZE CITO;komed;62,5
TK PORÓWNAWCZE CITO;poddebice2;43
TK PORÓWNAWCZE CITO;swp;125
TK PORÓWNAWCZE CITO;puszczykowo;125
TK PORÓWNAWCZE CITO;rodamed;19,5
TK PORÓWNAWCZE CITO;sm4gliwice;130
TK PORÓWNAWCZE CITO;spzozgrodzisk;84
TK PORÓWNAWCZE CITO;spzozswidnica;69
TK PORÓWNAWCZE CITO;szpitaljaslo;0
TK PORÓWNAWCZE CITO;szpitalrydygier;50
TK PORÓWNAWCZE CITO;tdmilicz;54
TK PORÓWNAWCZE CITO;tdsuchab;130
TK PORÓWNAWCZE CITO;tomograf;130
TK PORÓWNAWCZE CITO;wsswroclaw;62,5
TK PORÓWNAWCZE CITO;wysmaz;55
TK PORÓWNAWCZE CITO;zozbol;144,72
TK PORÓWNAWCZE CITO;zozboleslawiec;144,72
TK PORÓWNAWCZE CITO;zozsochaczew;0
TK PORÓWNAWCZE PILNE;alfasochaczew;0
TK PORÓWNAWCZE PILNE;bimed;0
TK PORÓWNAWCZE PILNE;diamed;0
TK PORÓWNAWCZE PILNE;domchojna2;0
TK PORÓWNAWCZE PILNE;domchojna;0
TK PORÓWNAWCZE PILNE;gz;0
TK PORÓWNAWCZE PILNE;gzplonsk;0
TK PORÓWNAWCZE PILNE;gzszczecin;0
TK PORÓWNAWCZE PILNE;kamienpomorski;0
TK PORÓWNAWCZE PILNE;kosmowroclaw;0
TK PORÓWNAWCZE PILNE;medinet;0
TK PORÓWNAWCZE PILNE;nrkrakow;0
TK PORÓWNAWCZE PILNE;nzozevita;0
TK PORÓWNAWCZE PILNE;powiatsredzki;0
TK PORÓWNAWCZE PILNE;smtorun;0
TK PORÓWNAWCZE PILNE;szpitalsiemiatycze;0
TK PORÓWNAWCZE PILNE;tdallmedica;0
TK PORÓWNAWCZE PILNE;tdcmbatorego;0
TK PORÓWNAWCZE PILNE;tdcrir;0
TK PORÓWNAWCZE PILNE;tdkoszalinmswia;0
TK PORÓWNAWCZE PILNE;tdorzesze;0
TK PORÓWNAWCZE PILNE;tdstalowawola;0
TK PORÓWNAWCZE PILNE;tdtargowek;0
TK PORÓWNAWCZE PILNE;tdzozwola;0
TK PORÓWNAWCZE PILNE;wegorzewo;0
TK PORÓWNAWCZE PILNE;wimed;0
TK PORÓWNAWCZE PILNE;wss5;0
TK PORÓWNAWCZE PILNE;bialogard;0
TK PORÓWNAWCZE PILNE;brodnica;0
TK PORÓWNAWCZE PILNE;brzesko;0
TK PORÓWNAWCZE PILNE;cobydgoszcz;230
TK PORÓWNAWCZE PILNE;dcmdolmed;0
TK PORÓWNAWCZE PILNE;dzierzoniow;0
TK PORÓWNAWCZE PILNE;faceclinic;0
TK PORÓWNAWCZE PILNE;goleniow;0
TK PORÓWNAWCZE PILNE;gorlice;0
TK PORÓWNAWCZE PILNE;grajewo;0
TK PORÓWNAWCZE PILNE;grodzisk;0
TK PORÓWNAWCZE PILNE;kartuzy;0
TK PORÓWNAWCZE PILNE;klodzko;0
TK PORÓWNAWCZE PILNE;lapy;0
TK PORÓWNAWCZE PILNE;lubaczow;0
TK PORÓWNAWCZE PILNE;mswsiedlce;0
TK PORÓWNAWCZE PILNE;nml;0
TK PORÓWNAWCZE PILNE;ostrow;0
TK PORÓWNAWCZE PILNE;pczotwock;0
TK PORÓWNAWCZE PILNE;radiomedica;0
TK PORÓWNAWCZE PILNE;rybnik;30
TK PORÓWNAWCZE PILNE;scanmed;0
TK PORÓWNAWCZE PILNE;sokolow;0
TK PORÓWNAWCZE PILNE;spbochnia;0
TK PORÓWNAWCZE PILNE;spzozlezajsk;0
TK PORÓWNAWCZE PILNE;spzozmc;0
TK PORÓWNAWCZE PILNE;spzozturek;0
TK PORÓWNAWCZE PILNE;spzzozsierpc;0
TK PORÓWNAWCZE PILNE;starachowice;0
TK PORÓWNAWCZE PILNE;swk;80
TK PORÓWNAWCZE PILNE;szpitaldzieciecy;0
TK PORÓWNAWCZE PILNE;szpitallubartow;0
TK PORÓWNAWCZE PILNE;szpitalopole;0
TK PORÓWNAWCZE PILNE;szpitalzakopane;0
TK PORÓWNAWCZE PILNE;szpitalzawiercie;0
TK PORÓWNAWCZE PILNE;tdbelzyce;0
TK PORÓWNAWCZE PILNE;tdblachownia;0
TK PORÓWNAWCZE PILNE;tdbonifratrzy;0
TK PORÓWNAWCZE PILNE;tdbrodnowski;0
TK PORÓWNAWCZE PILNE;tdemcpiaseczno;0
TK PORÓWNAWCZE PILNE;tdgammaknife;0
TK PORÓWNAWCZE PILNE;tdgniezno;0
TK PORÓWNAWCZE PILNE;tdipin;0
TK PORÓWNAWCZE PILNE;tdkluczbork;0
TK PORÓWNAWCZE PILNE;tdkolbuszowa;0
TK PORÓWNAWCZE PILNE;tdksskrakow;0
TK PORÓWNAWCZE PILNE;tdneuromedyka;0
TK PORÓWNAWCZE PILNE;tdnowomedica;0
TK PORÓWNAWCZE PILNE;tdonkologiaradom;0
TK PORÓWNAWCZE PILNE;tdparczew;0
TK PORÓWNAWCZE PILNE;tdpionki;0
TK PORÓWNAWCZE PILNE;tdpraski;0
TK PORÓWNAWCZE PILNE;tdpoludniowy;0
TK PORÓWNAWCZE PILNE;tdpyrzyce;0
TK PORÓWNAWCZE PILNE;tdscanmedak5;0
TK PORÓWNAWCZE PILNE;tdscanmedpila;0
TK PORÓWNAWCZE PILNE;tdsmswinoujscie;0
TK PORÓWNAWCZE PILNE;tdspectrum;0
TK PORÓWNAWCZE PILNE;tdspzozkolo;0
TK PORÓWNAWCZE PILNE;tdspzozsiedlce;100
TK PORÓWNAWCZE PILNE;tdsulechowNOWY;0
TK PORÓWNAWCZE PILNE;tdszpitalchelm;0
TK PORÓWNAWCZE PILNE;tdszpitalkolno;0
TK PORÓWNAWCZE PILNE;tdwszplock;50
TK PORÓWNAWCZE PILNE;tdzoznidzica;0
TK PORÓWNAWCZE PILNE;tdzozplonsk;0
TK PORÓWNAWCZE PILNE;td7szmw;0
TK PORÓWNAWCZE PILNE;tworki;0
TK PORÓWNAWCZE PILNE;uskbialystok;0
TK PORÓWNAWCZE PILNE;uskpoznan;0
TK PORÓWNAWCZE PILNE;wlodawa;0
TK PORÓWNAWCZE PILNE;zambrow;0
TK PORÓWNAWCZE PILNE;zgorzelec;0
TK PORÓWNAWCZE PILNE;zozbiala;0
TK PORÓWNAWCZE PILNE;zozswietochlowice;0
TK PORÓWNAWCZE PILNE;almed;74
TK PORÓWNAWCZE PILNE;dabrowatarnowska;43
TK PORÓWNAWCZE PILNE;grupazdrowie;33
TK PORÓWNAWCZE PILNE;komed;57,5
TK PORÓWNAWCZE PILNE;poddebice2;40
TK PORÓWNAWCZE PILNE;swp;115
TK PORÓWNAWCZE PILNE;puszczykowo;115
TK PORÓWNAWCZE PILNE;rodamed;18
TK PORÓWNAWCZE PILNE;sm4gliwice;115
TK PORÓWNAWCZE PILNE;spzozgrodzisk;76
TK PORÓWNAWCZE PILNE;spzozswidnica;63
TK PORÓWNAWCZE PILNE;szpitaljaslo;0
TK PORÓWNAWCZE PILNE;szpitalrydygier;46
TK PORÓWNAWCZE PILNE;tdmilicz;46
TK PORÓWNAWCZE PILNE;tdsuchab;120
TK PORÓWNAWCZE PILNE;tomograf;115
TK PORÓWNAWCZE PILNE;wsswroclaw;52,5
TK PORÓWNAWCZE PILNE;wysmaz;52,5
TK PORÓWNAWCZE PILNE;zozbol;120,72
TK PORÓWNAWCZE PILNE;zozboleslawiec;120,72
TK PORÓWNAWCZE PILNE;zozsochaczew;0
TK PORÓWNAWCZE PLANOWE;alfasochaczew;0
TK PORÓWNAWCZE PLANOWE;bimed;0
TK PORÓWNAWCZE PLANOWE;diamed;0
TK PORÓWNAWCZE PLANOWE;domchojna2;0
TK PORÓWNAWCZE PLANOWE;domchojna;0
TK PORÓWNAWCZE PLANOWE;gz;0
TK PORÓWNAWCZE PLANOWE;gzplonsk;0
TK PORÓWNAWCZE PLANOWE;gzszczecin;0
TK PORÓWNAWCZE PLANOWE;kamienpomorski;0
TK PORÓWNAWCZE PLANOWE;kosmowroclaw;0
TK PORÓWNAWCZE PLANOWE;medinet;0
TK PORÓWNAWCZE PLANOWE;nrkrakow;0
TK PORÓWNAWCZE PLANOWE;nzozevita;0
TK PORÓWNAWCZE PLANOWE;powiatsredzki;0
TK PORÓWNAWCZE PLANOWE;smtorun;0
TK PORÓWNAWCZE PLANOWE;szpitalsiemiatycze;0
TK PORÓWNAWCZE PLANOWE;tdallmedica;0
TK PORÓWNAWCZE PLANOWE;tdcmbatorego;0
TK PORÓWNAWCZE PLANOWE;tdcrir;0
TK PORÓWNAWCZE PLANOWE;tdkoszalinmswia;0
TK PORÓWNAWCZE PLANOWE;tdorzesze;0
TK PORÓWNAWCZE PLANOWE;tdstalowawola;0
TK PORÓWNAWCZE PLANOWE;tdtargowek;0
TK PORÓWNAWCZE PLANOWE;tdzozwola;0
TK PORÓWNAWCZE PLANOWE;wegorzewo;0
TK PORÓWNAWCZE PLANOWE;wimed;0
TK PORÓWNAWCZE PLANOWE;wss5;0
TK PORÓWNAWCZE PLANOWE;bialogard;0
TK PORÓWNAWCZE PLANOWE;brodnica;0
TK PORÓWNAWCZE PLANOWE;brzesko;0
TK PORÓWNAWCZE PLANOWE;cobydgoszcz;0
TK PORÓWNAWCZE PLANOWE;dcmdolmed;0
TK PORÓWNAWCZE PLANOWE;dzierzoniow;0
TK PORÓWNAWCZE PLANOWE;faceclinic;0
TK PORÓWNAWCZE PLANOWE;goleniow;0
TK PORÓWNAWCZE PLANOWE;gorlice;0
TK PORÓWNAWCZE PLANOWE;grajewo;0
TK PORÓWNAWCZE PLANOWE;grodzisk;0
TK PORÓWNAWCZE PLANOWE;kartuzy;180
